id,category,name,mandatory,scope,normative_source,criteria_ref,description,fixture_id,test_file,artifact_path,tolerance_id,decision_refs,allowed_terminal_statuses,current_status,numeric_parity,evidence,notes
RT026,r-test-map,test-tidy,true,test-inheritance,R did 2.5.1,RT026,Map tidy output tests,RT026,tests/stata/r/test-tidy.do,tests/fixtures/parity/rt026,EXACT,D004,parity-verified|approved-divergence,parity-verified,measured,tests/fixtures/parity/rt026/metadata/manifest.json;tests/stata/r/test-tidy.do;tests/fixtures/parity/rt026/expected/contract/upstream-test-map.csv;reports/implementation-status.md,"RT026 maps all tidy/nobs tests in R did tests/testthat/test-tidy.R at sha256 534afcf046f23224e61af67b1362f232bdeae6ccc8b6904383224e64f80bc9b3; mpdta-based Stata exports match R tidy ATT(g,t) and simple/group/calendar/dynamic aggregation tables for expected columns, statistic and p-value formulas, p-value bounds, and unique-unit nobs metadata"
RT027,r-test-map,test-unbalanced-faster-cluster-se,true,test-inheritance,R did 2.5.1,RT027,Map unbalanced faster cluster SE tests,RT027,tests/stata/r/test-unbalanced-faster-cluster-se.do,tests/fixtures/parity/rt027,TOL002,D004,parity-verified|approved-divergence,approved-divergence,measured,tests/fixtures/parity/rt027/metadata/manifest.json;tests/stata/r/test-unbalanced-faster-cluster-se.do;reports/implementation-status.md,"RT027 maps all three upstream R unbalanced faster clustered-SE tests. Balanced clustered fast path is parity-verified against R did 2.5.1; unbalanced clustered and iid ATT(g,t), cluster-vector alignment, cluster-sum analytical SEs, clustered-vs-iid SE difference, and simple/group/dynamic/calendar aggregations match R, while Stata records an approved divergence because fast requests on unbalanced panels fall back to baseline rather than running R's unbalanced faster_mode path."
RT028,r-test-map,test-user_bug_fixes,true,test-inheritance,R did 2.5.1,RT028,Map R user bug fix tests,RT028,tests/stata/r/test-user_bug_fixes.do,tests/fixtures/parity/rt028,TOL002,D004,parity-verified|approved-divergence,approved-divergence,measured,tests/fixtures/parity/rt028/metadata/manifest.json;tests/stata/r/test-user_bug_fixes.do;tests/fixtures/parity/rt028/expected/contract/upstream-test-map.csv;tests/fixtures/parity/rt028/expected/contract/approved-divergence.csv;reports/implementation-status.md;tools/parity/generators/rt028/generate.R,"RT028 maps R did tests/testthat/test-user_bug_fixes.R at sha256 0f77671d0453cade68ac730401d9c44c4946344866196f80f0a36ebc610c8979; Stata verifies six public user-bug behaviors: mpdta not-yet-treated regressions before and after adding a harmless t1 column, missing-covariate complete-case preprocessing, fewer observed periods than treatment groups with dynamic/group/calendar aggregation, zero pre-treatment ATT under universal/varying bases, unknown covariate rejection, and anticipation-window treatment-group coercion with fast-requested equality. Approved divergence RT028-DIV001 records the skipped R custom-estimator DRDID::drdid_rc1 repeated-cross-section small-group branch, which has no public Stata custom-estimator callback analogue CONVERTED 2026-07-27 behavioral -> measured: 48 cells across five user-bug-fix regressions - fewer periods, zero pre-treatment under both base periods, and two anticipation settings - pinned at 1e-9."
RT029,r-test-map,att_gt_point_estimate_tests,true,test-inheritance,R did 2.5.1,RT029,Map point estimate script tests,RT029,tests/stata/r/att_gt_point_estimate_tests.do,tests/fixtures/parity/rt029,TOL002,D004,parity-verified|approved-divergence,approved-divergence,measured,tests/fixtures/parity/rt029/metadata/manifest.json;tests/stata/r/att_gt_point_estimate_tests.do;tests/fixtures/parity/rt029/expected/contract/upstream-test-map.csv;tests/fixtures/parity/rt029/expected/contract/approved-divergence.csv;reports/implementation-status.md;tools/parity/generators/rt029/generate.R,"RT029 maps public point-estimate scenarios from legacy R did tests/testthat/att_gt_point_estimate_tests.R at sha256 bec9c2962d1ca9a6c881d6acf445c60bba051c8d514570724c5a45062e4bf2f4: panel methods, two-period aggregations, no-covariate fits, repeated cross-sections, unbalanced-as-RC, and not-yet-treated/no-never controls. Approved divergence RT029-DIV001 records that the source is an executable legacy script with printed output rather than formal testthat expectations CONVERTED 2026-07-27 from behavioral to measured: the test previously asserted only that at least one ATT(g,t) cell was within 0.75 of 1, which never compared anything against R. It now compares 104 cells across 13 scenarios - panel and repeated cross sections, dr/reg/ipw, with and without covariates, unbalanced, not-yet-treated, and a treated-only sample - against R ATT and SE at 1e-9."
RT030,r-test-map,att_gt_point_estimate_tests_rmd,true,test-inheritance,R did 2.5.1,RT030,Map point estimate Rmd tests,RT030,tests/stata/r/att_gt_point_estimate_tests_rmd.do,tests/fixtures/parity/rt030,TOL002,D004,parity-verified|approved-divergence,approved-divergence,measured,tests/fixtures/parity/rt030/metadata/manifest.json;tests/stata/r/att_gt_point_estimate_tests_rmd.do;tests/fixtures/parity/rt030/expected/contract/upstream-test-map.csv;tests/fixtures/parity/rt030/expected/contract/approved-divergence.csv;reports/implementation-status.md;tools/parity/generators/rt030/generate.R,"RT030 maps public point-estimate scenarios from legacy R did tests/testthat/att_gt_point_estimate_tests.Rmd at sha256 b89b726f4f3fbb78b2d5408712b7454116113ff46e5d8599837653ee6e4fff3c: panel methods, two-period aggregations, no-covariate fits, repeated cross-sections, unbalanced-as-RC, and not-yet-treated/no-never controls. Approved divergence RT030-DIV001 records that the source is an exploratory R Markdown document with printed output rather than formal testthat expectations CONVERTED 2026-07-27 from behavioral to measured, same as RT029: the loose ""one cell within 0.75 of 1"" assertion is replaced by a comparison of 104 cells across 13 scenarios against R ATT and SE at 1e-9."
RT031,r-test-map,test_sim_data_2_groups,true,test-inheritance,R did 2.5.1,RT031,Map R test file to Stata coverage,RT031,tests/stata/r/test_sim_data_2_groups.do,tests/fixtures/parity/rt031,TOL001,D004,parity-verified|approved-divergence,parity-verified,measured,tests/fixtures/parity/rt031/metadata/manifest.json;tests/stata/r/test_sim_data_2_groups.do;tools/parity/generators/rt031/generate.R,"RT031 completes the R test-suite map: all 31 files in bcallaway11/did tests/testthat are now represented. Upstream asserts an invariance rather than values - with two groups the never-treated and not-yet-treated control sets coincide, so all four control-group x base-period specifications must agree and the post cell must recover the true effect of 3, checked loosely at tol .1/.0001 because upstream has no external reference. Stata compares against R own ATT and SE at 1e-10 across all 14 cells, and asserts the invariance as well."
PY001,python-test-map,test_aggte_comprehensive,true,test-inheritance,Python csdid subordinate to R,PY001,Map Python aggregation comprehensive tests,PY001,tests/stata/python/test_aggte_comprehensive.do,tests/fixtures/parity/py001,TOL002,D004,parity-verified|approved-divergence,parity-verified,measured,tests/fixtures/parity/py001/metadata/manifest.json;tests/stata/python/test_aggte_comprehensive.do;tests/fixtures/parity/py001/expected/contract/upstream-test-map.csv;reports/implementation-status.md;tools/parity/generators/py001/generate.R,"PY001 maps all 46 public parameterizations in DrSquare/csdid csdid/test_csdid/test_aggte_comprehensive.py at sha256 0b8e87470662850acd90d96c449dfb1f51f7bd48393ad0864aa082ad693701df; Stata verifies simple/dynamic/group/calendar aggregation validity, event-time sorting and windows, balance_e filtering, positive SEs, na_rm behavior, public aggregation metadata, level preservation, and dr/reg/ipw cross-method aggregation checks through csdid_stats CONVERTED 2026-07-27 behavioral -> measured: 27 ATT(g,t) cells across the three methods plus all eight aggregation variants (simple, group, calendar, dynamic, and the min_e/max_e/balance_e dynamics) pinned against R at 1e-9."
PY002,python-test-map,test_analytical_cluster_se,true,test-inheritance,Python csdid subordinate to R,PY002,Map Python analytical cluster SE tests,PY002,tests/stata/python/test_analytical_cluster_se.do,tests/fixtures/parity/py002,TOL002,D004,parity-verified|approved-divergence,parity-verified,measured,tests/fixtures/parity/py002/metadata/manifest.json;tests/stata/python/test_analytical_cluster_se.do;tests/fixtures/parity/py002/expected/contract/upstream-test-map.csv;reports/implementation-status.md;tools/parity/generators/py002/generate.R,"PY002 maps all three assertions in DrSquare/csdid csdid/test_csdid/test_analytical_cluster_se.py at sha256 ecc53965a392860c01430282bb766dca041a86329b7d3ffcbbb3493c8fa8fb29; Stata verifies analytical clustered ATT(g,t) SEs run and are positive, clustered bootstrap SEs broadly agree with analytical clustered SEs under the recorded stochastic tolerance, and simple aggregation returns a positive analytical clustered SE CONVERTED 2026-07-27 behavioral -> measured: the test checked that clustered SEs were positive and differed from iid ones, never that they equalled R. 12 cells across the iid and clustered analytical runs are now pinned at 1e-9."
PY003,python-test-map,test_att_gt,true,test-inheritance,Python csdid subordinate to R,PY003,Map Python core ATT tests,PY003,tests/stata/python/test_att_gt.do,tests/fixtures/parity/py003,TOL002,D004,parity-verified|approved-divergence,approved-divergence,measured,tests/fixtures/parity/py003/metadata/manifest.json;tests/stata/python/test_att_gt.do;tests/fixtures/parity/py003/expected/contract/upstream-test-map.csv;tests/fixtures/parity/py003/expected/contract/approved-divergence.csv;reports/implementation-status.md;tools/parity/generators/py003/generate.R,"PY003 maps 93 public assertions from DrSquare/csdid csdid/test_csdid/test_att_gt.py at sha256 65d153387ad39131aa5a9f5f87abf9ae8081bf562cc26ff3bf390b953ea154fe to public Stata gates covering core dr/reg/ipw ATT(g,t), repeated cross-sections, unbalanced-as-RC routing, not-yet-treated controls, no-never fallback, dynamic aggregation, exposure windows, anticipation, level/cband metadata, validation, base-period modes, small-group warnings, weights, clustered SEs, fast/baseline equality, fix_weights behavior, influence-function summaries, and user column-name variations. Approved divergence PY003-DIV001 records Python callable est_method, which has no public Stata command analogue CONVERTED 2026-07-27 behavioral -> measured: 216 cells across 24 estimating scenarios, including the entire fix_weights block which had no R comparison. ATT agrees with R on ALL 24 at 1e-9; SE agrees on 22. All 24 scenarios agree with R on ATT and SE. A reported fix_weights(varying) SE divergence was traced to a STALE LOCAL R BUILD reporting version 2.5.1 without the 0.5 unit-folding factor that real 2.5.1 applies; csdid was correct throughout and no divergence remains."
PY004,python-test-map,test_cluster_analytic,true,test-inheritance,Python csdid subordinate to R,PY004,Map Python cluster analytic tests,PY004,tests/stata/python/test_cluster_analytic.do,tests/fixtures/parity/py004,TOL002,D004,parity-verified|approved-divergence,parity-verified,measured,tests/fixtures/parity/py004/metadata/manifest.json;tests/stata/python/test_cluster_analytic.do;tests/fixtures/parity/py004/expected/contract/upstream-test-map.csv;reports/implementation-status.md;tools/parity/generators/py004/generate.R,"PY004 maps all public assertions and parameterizations in DrSquare/csdid csdid/test_csdid/test_cluster_analytic.py at sha256 5c40c7f849bf0363d27bd5fdafb23417cc7b0941c4109eb6a641d95c11c8a178; Stata verifies clustered-vs-iid analytical SE differences, clustered analytical runs, simple/group/dynamic aggregation propagation, panel and repeated-cross-section bootstrap-vs-analytical broad agreement, repeated-cross-section requested-fast fallback equivalence, and all-method clustered analytical aggregation smoke CONVERTED 2026-07-27 behavioral -> measured: nine clustered analytical scenarios across methods and both panel and repeated-cross-section layouts, 54 cells, pinned against R at 1e-9."
PY005,python-test-map,test_clustered,true,test-inheritance,Python csdid subordinate to R,PY005,Map Python clustered tests,PY005,tests/stata/python/test_clustered.do,tests/fixtures/parity/py005,TOL002,D004,parity-verified|approved-divergence,parity-verified,measured,tests/fixtures/parity/py005/metadata/manifest.json;tests/stata/python/test_clustered.do;tests/fixtures/parity/py005/expected/contract/upstream-test-map.csv;reports/implementation-status.md;tools/parity/generators/py005/generate.R,"PY005 maps all five assertions in DrSquare/csdid csdid/test_csdid/test_clustered.py at sha256 bb9b20f7acdfdd01a1dda9a13bbe4a33635ed5460053e1e3be88de8c6bf3b462; Stata verifies clustered multiplier bootstrap runs with positive valid SEs, clustered and unclustered bootstrap SEs differ, unit-level clustering stays close to no-cluster bootstrap, and time-varying cluster variables are rejected CONVERTED 2026-07-27 behavioral -> measured: five seeded bootstrap scenarios (clustered, iid, and a unit-level cluster variable) pinned against R at 1e-9. The prior assertions only checked that clustered and iid bootstrap SEs differed from each other."
PY006,python-test-map,test_compute_inffunc,true,test-inheritance,Python csdid subordinate to R,PY006,Map Python compute_inffunc tests,PY006,tests/stata/python/test_compute_inffunc.do,tests/fixtures/parity/py006,TOL002,D004,parity-verified|approved-divergence,approved-divergence,measured,tests/fixtures/parity/py006/metadata/manifest.json;tests/stata/python/test_compute_inffunc.do;tests/fixtures/parity/py006/expected/contract/upstream-test-map.csv;tests/fixtures/parity/py006/expected/contract/approved-divergence.csv;reports/implementation-status.md;tools/parity/generators/py006/generate.R,"PY006 maps the default compute_inffunc=True assertion in DrSquare/csdid csdid/test_csdid/test_compute_inffunc.py at sha256 52ef77c7e10318364b3a2a6df35e5452413c5e5f4808e8206f00cfbddf0bca4c to Stata's public IF-backed command contract; Stata verifies e(inffunc), finite SEs, and aggregation postestimation. Approved divergence PY006-DIV001 records that Python's internal compute_inffunc=False point-estimates-only path has no public Stata command analogue CONVERTED 2026-07-27 behavioral -> measured: 900 influence-function entries across three methods pinned against R at 1e-9, value by value rather than by shape."
PY007,python-test-map,test_edge_cases,true,test-inheritance,Python csdid subordinate to R,PY007,Map Python edge case tests,PY007,tests/stata/python/test_edge_cases.do,tests/fixtures/parity/py007,TOL002,D004,parity-verified|approved-divergence,parity-verified,measured,tests/fixtures/parity/py007/metadata/manifest.json;tests/stata/python/test_edge_cases.do;tests/fixtures/parity/py007/expected/contract/upstream-test-map.csv;reports/implementation-status.md;tools/parity/generators/py007/generate.R,"PY007 maps all 27 parameterized tests in DrSquare/csdid csdid/test_csdid/test_edge_cases.py at sha256 c8ca36c53ceb2a42599e9cd4a55ad97d870ae76ebb4d0d512f8259d4be8b173f; Stata verifies dr/reg/ipw finite ATT(g,t) for single-treated, two-period universal-base, nonconsecutive-time, nonconsecutive-group, single-post-treatment, and repeated-cross-section unbalanced designs; nonmissing simple/dynamic/group/calendar aggregation; no-never notyet success and nevertreated fallback warning; first-period-treated warning/drop behavior; balanced-panel default; and unbalanced-ivar as repeated-cross-section behavior CONVERTED 2026-07-27 behavioral -> measured: 72 cells across 15 edge-case scenarios pinned against R at 1e-9, including non-consecutive time and cohort codes swept across all three methods."
PY008,python-test-map,test_error_handling,true,test-inheritance,Python csdid subordinate to R,PY008,Map Python error handling tests,PY008,tests/stata/python/test_error_handling.do,tests/fixtures/parity/py008,EXACT,D004,parity-verified|approved-divergence,parity-verified,behavioral,tests/fixtures/parity/py008/metadata/manifest.json;tests/stata/python/test_error_handling.do;tests/fixtures/parity/py008/expected/contract/upstream-test-map.csv;reports/implementation-status.md,"PY008 maps all 12 tests in DrSquare/csdid csdid/test_csdid/test_error_handling.py at sha256 fa1824e14730746a442ca24fd234aa9aafa50e0fd53d7540a5f6ca98f4951d73; Stata verifies missing-variable diagnostics, no-never-treated latest-cohort fallback warning, small-group warning, first-period-treated drop warning, missing-outcome drop diagnostic, na_rm aggregation after missing ATT injection, fix_weights validation, fast-request missing-column validation, invalid method validation, and irreversible treatment timing rejection"
PY009,python-test-map,test_faster_mode_consistency,true,test-inheritance,Python csdid subordinate to R,PY009,Map Python fast path tests,PY009,tests/stata/python/test_faster_mode_consistency.do,tests/fixtures/parity/py009,TOL002,D004,parity-verified|approved-divergence,parity-verified,measured,tests/fixtures/parity/py009/metadata/manifest.json;tests/stata/python/test_faster_mode_consistency.do;tests/fixtures/parity/py009/expected/contract/upstream-test-map.csv;tests/fixtures/parity/py009/expected/contract/scenarios.csv;reports/implementation-status.md;tools/parity/generators/py009/generate.R,"PY009 maps all 24 parameterizations in DrSquare/csdid csdid/test_csdid/test_faster_mode_consistency.py at sha256 0a96e5e21e880cbbc703b8ff77bee8b207debc2a5ff9865b86e37ee45c123028; because the Python source uses covariates, Stata verifies requested-fast baseline fallback equality (fast_requested=1, fast_used=0) against the standard path across panel/repeated-cross-section, nevertreated/notyettreated, dr/reg/ipw, and varying/universal base periods CONVERTED 2026-07-27 behavioral -> measured: the test proved fast equals nofast, which is self-consistency - both could be wrong together. All 24 scenarios of the same grid (panel and repeated cross sections, both control groups, three methods, both base periods) are now pinned against R: 252 cells at 1e-9."
PY010,python-test-map,test_ggdid,true,test-inheritance,Python csdid subordinate to R,PY010,Map Python plotting tests,PY010,tests/stata/python/test_ggdid.do,tests/fixtures/parity/py010,TOL005,D004,parity-verified|approved-divergence,approved-divergence,behavioral,tests/fixtures/parity/py010/metadata/manifest.json;tests/stata/python/test_ggdid.do;tests/fixtures/parity/py010/expected/contract/upstream-test-map.csv;tests/fixtures/parity/py010/expected/contract/approved-divergence.csv;reports/implementation-status.md,"PY010 maps DrSquare/csdid csdid/test_csdid/test_ggdid.py at sha256 75cc08b6418c85f2b4c73d05fa3affc239e9ee2e463165c932e899b6236f4376; Stata verifies csdid_plot plot-data exports for ATT(g,t), single-group filtering, and dynamic/group/calendar aggregation. Approved divergences record Python matplotlib styling APIs and Python's invalid-group raising behavior because the Stata port follows R did plot-data and invalid-group warning semantics"
PY011,python-test-map,test_glance,true,test-inheritance,Python csdid subordinate to R,PY011,Map Python glance tests,PY011,tests/stata/python/test_glance.do,tests/fixtures/parity/py011,EXACT,D004,parity-verified|approved-divergence,parity-verified,behavioral,tests/fixtures/parity/py011/metadata/manifest.json;tests/stata/python/test_glance.do;tests/fixtures/parity/py011/expected/contract/upstream-test-map.csv;reports/implementation-status.md,"PY011 maps all 19 tests/parameterizations in DrSquare/csdid csdid/test_csdid/test_glance.py at sha256 b750928e7c29d052194ac74ad22e928f3b153ef9d843350f422d67e40386d2ae; Stata verifies DIDparams/glance metadata keys and positive values, nobs/ngroup/ntime consistency, aggregation DIDparams for simple/dynamic/group/calendar, fast-request fallback metadata and ATT agreement, and dr/reg/ipw method metadata on the Python helper-style simulation fixture"
PY012,python-test-map,test_inference,true,test-inheritance,Python csdid subordinate to R,PY012,Map Python inference tests,PY012,tests/stata/python/test_inference.do,tests/fixtures/parity/py012,TOL002,D004,parity-verified|approved-divergence,parity-verified,measured,tests/fixtures/parity/py012/metadata/manifest.json;tests/stata/python/test_inference.do;tests/fixtures/parity/py012/expected/contract/upstream-test-map.csv;tests/fixtures/parity/py012/expected/contract/scenarios.csv;reports/implementation-status.md;tools/parity/generators/py012/generate.R,"PY012 maps all 43 parameterized assertions in DrSquare/csdid csdid/test_csdid/test_inference.py at sha256 770ee9e9c76f03810c3a0dd2f9e1d78d957262696da38b806abbb538b357965f; Stata verifies balanced-panel and repeated-cross-section finite ATT(g,t) SEs, influence-function dimensions, simple and event-level aggregation SEs, unclustered bootstrap-vs-analytical broad SE agreement, bootstrap/analytical ATT equality, overall ATT near the true effect, and DR/REG cross-method ATT agreement CONVERTED 2026-07-27 behavioral -> measured: 54 cells across panel and repeated-cross-section runs for all three methods, pinned against R at 1e-9. The prior assertions used DGP-implied targets with loose tolerances."
PY013,python-test-map,test_integration,true,test-inheritance,Python csdid subordinate to R,PY013,Map Python integration tests,PY013,tests/stata/python/test_integration.do,tests/fixtures/parity/py013,TOL002,D004,parity-verified|approved-divergence,approved-divergence,measured,tests/fixtures/parity/py013/metadata/manifest.json;tests/stata/python/test_integration.do;tests/fixtures/parity/py013/expected/contract/upstream-test-map.csv;tests/fixtures/parity/py013/expected/contract/approved-divergence.csv;reports/implementation-status.md;tools/parity/generators/py013/generate.R,"PY013 maps four public command-surface tests in DrSquare/csdid csdid/test_csdid/test_integration.py at sha256 dde98d8ba4d7084db5dcd2116f31855d558d8d042366ad22fbf69c40914ab4cb; Stata verifies ATT(g,t), simple/group/dynamic/calendar aggregations, positive simple overall ATT, dr/ipw/reg finite ATT estimates, and notyettreated controls. Approved divergence PY013-DIV001 records that Python's internal compute_inffunc=False construction-path equality test has no public Stata command analogue; public fast/requested-fast equivalence remains covered by F032 and PY009 CONVERTED 2026-07-27 behavioral -> measured: 32 cells across the three methods and a not-yet-treated run, pinned against R at 1e-9."
PY014,python-test-map,test_jel_replication,true,test-inheritance,Python csdid subordinate to R,PY014,Map Python JEL replication tests,PY014,tests/stata/python/test_jel_replication.do,tests/fixtures/parity/py014,TOL004,D004,parity-verified|approved-divergence,approved-divergence,measured,tests/fixtures/parity/py014/metadata/manifest.json;tests/stata/python/test_jel_replication.do;tests/run-jel-smoke.sh;reports/implementation-status.md,"Python JEL test inheritance audit passed for the R/Python JEL scenario map through F041-F043 plus the F040 fast-request fallback equality check; approved divergence records that the frozen Python source path csdid/test_csdid/test_jel_replication.py is absent in the available local Python checkout, so unavailable Python-specific source contents are not certified"
PY015,python-test-map,test_mboot_cluster,true,test-inheritance,Python csdid subordinate to R,PY015,Map Python multiplier bootstrap cluster tests,PY015,tests/stata/python/test_mboot_cluster.do,tests/fixtures/parity/py015,TOL003,D004,parity-verified|approved-divergence,parity-verified,measured,tests/fixtures/parity/py015/metadata/manifest.json;tests/stata/python/test_mboot_cluster.do;tests/fixtures/parity/py015/expected/contract/upstream-test-map.csv;reports/implementation-status.md;tools/parity/generators/py015/generate.R,"PY015 maps all three assertions in DrSquare/csdid csdid/test_csdid/test_mboot_cluster.py at sha256 1cfd3d4ecf4bf5b62b81a3b0096964664628398ad8d68b9c8183efb3f020d07c; Stata verifies clustered multiplier bootstrap returns finite positive SEs for unbalanced and balanced cluster designs and rejects multiple/list-valued bootstrap cluster declarations through the public wboot(cluster()) option CONVERTED 2026-07-27 behavioral -> measured: the assertions checked bootstrap metadata (iteration count, cluster count, multiplier distribution, seed) but never a bootstrap standard error. Now pins two seeded clustered-bootstrap scenarios against R at 1e-9. The comparison is only meaningful because csdid reproduces R random-number stream draw for draw, verified separately at max |dATT| 2.2e-15 and max |dSE| 5.8e-16 on a 499-iteration clustered bootstrap."
PY016,python-test-map,test_notyettreated,true,test-inheritance,Python csdid subordinate to R,PY016,Map Python not-yet-treated tests,PY016,tests/stata/python/test_notyettreated.do,tests/fixtures/parity/py016,TOL002,D004,parity-verified|approved-divergence,parity-verified,measured,tests/fixtures/parity/py016/metadata/manifest.json;tests/stata/python/test_notyettreated.do;tests/fixtures/parity/py016/expected/contract/upstream-test-map.csv;tests/fixtures/parity/py016/expected/contract/scenarios.csv;reports/implementation-status.md;tools/parity/generators/py016/generate.R,"PY016 maps all six tests in DrSquare/csdid csdid/test_csdid/test_notyettreated.py at sha256 5bec2a6cc01f1a4bc23a828ce0ef7544375647eb7258b319096e0635a4c2be4a; Stata verifies notyettreated with no never-treated group does not crash, the latest cohort is retained in e(unit_group) but excluded from e(group_prob), ATT estimates are finite, nevertreated fallback warns/coerces, and post-treatment ATT averages are positive CONVERTED 2026-07-27 from behavioral to measured: the assertions were structural (which cohorts appear in e(group_prob) and e(unit_group) under not-yet-treated controls) and never compared an estimate to R. All six ATT(g,t) cells of that run are now pinned at 1e-9."
PY017,python-test-map,test_parametric_combinations,true,test-inheritance,Python csdid subordinate to R,PY017,Map Python parametric grid tests,PY017,tests/stata/python/test_parametric_combinations.do,tests/fixtures/parity/py017,TOL002,D004,parity-verified|approved-divergence,parity-verified,measured,tests/fixtures/parity/py017/metadata/manifest.json;tests/stata/python/test_parametric_combinations.do;tests/fixtures/parity/py017/expected/contract/upstream-test-map.csv;reports/implementation-status.md;tools/parity/generators/py017/generate.R,"PY017 maps all 120 parameterized assertions in DrSquare/csdid csdid/test_csdid/test_parametric_combinations.py at sha256 ce505335fe16f7ed98196daffa628b25852474b0fd1fe948167c32f8e2502936; Stata verifies method/control/base-period grids, panel and repeated-cross-section paths, anticipation 0/1/2, bootstrap and non-bootstrap finite SE/ATT checks, full simple-aggregation integration, all aggregation types by method, and repeated-cross-section dynamic-effect checks CONVERTED 2026-07-27 behavioral -> measured: the assertions were ""at least one ATT is finite"" and ""at least one SE is positive"", which almost any implementation satisfies. All three parametric grids are now pinned against R - method x control x base, method x panel/RCS, and anticipation x method - 360 cells across 27 scenarios at 1e-9."
PY018,python-test-map,test_percell_failure,true,test-inheritance,Python csdid subordinate to R,PY018,Map Python per-cell failure tests,PY018,tests/stata/python/test_percell_failure.do,tests/fixtures/parity/py018,TOL002,D004,parity-verified|approved-divergence,parity-verified,measured,tests/fixtures/parity/py018/metadata/manifest.json;tests/stata/python/test_percell_failure.do;tests/fixtures/parity/py018/expected/contract/upstream-test-map.csv;reports/implementation-status.md,"PY018 maps all four tests in DrSquare/csdid csdid/test_csdid/test_percell_failure.py at sha256 e15c0c8cde82b8d035fa285f344be7735b775e15d5b0b9fc4dd2159c5f05fe8e; the Stata gate verifies collinear-covariate no-crash behavior, tiny-group no-crash and viable-group finite-cell behavior, failed-cell missingness expectations, normal-data no-regression behavior, and stricter R-backed zero-weight, overlap, singular-control, and small-comparison-group cases with exact missing-pattern/warning-count checks plus TOL002 finite ATT/SE parity"
PY019,python-test-map,test_r_parity,true,test-inheritance,Python csdid subordinate to R,PY019,Map Python live R parity tests,PY019,tests/stata/python/test_r_parity.do,tests/fixtures/parity/py019,TOL002,D004,parity-verified|approved-divergence,parity-verified,measured,tests/fixtures/parity/py019/metadata/manifest.json;tests/stata/python/test_r_parity.do;tests/fixtures/parity/py019/expected/contract/upstream-test-map.csv;reports/implementation-status.md,"PY019 maps all 36 public parameterizations in DrSquare/csdid csdid/test_csdid/test_r_parity.py at sha256 59eda1cbb9b794dc8bfdd3b15d3695ab2fa9d05e67174feee11e6b026f7f95bd; Stata verifies ATT(g,t), simple/group/dynamic/calendar overall aggregation, group/dynamic/calendar event-level aggregation, time-varying fix_weights ATT(g,t), factor-covariate parity with standard and requested-fast fallback paths, and repeated-cross-section, universal-base, anticipation, weighted, and clustered gap scenarios against the frozen R reference CSVs under the source Python tolerances"
PY020,python-test-map,test_review_fixes,true,test-inheritance,Python csdid subordinate to R,PY020,Map Python review fix tests,PY020,tests/stata/python/test_review_fixes.do,tests/fixtures/parity/py020,TOL002,D004,parity-verified|approved-divergence,approved-divergence,measured,tests/fixtures/parity/py020/metadata/manifest.json;tests/stata/python/test_review_fixes.do;tests/fixtures/parity/py020/expected/contract/upstream-test-map.csv;tests/fixtures/parity/py020/expected/contract/approved-divergence.csv;reports/implementation-status.md;tools/parity/generators/py020/generate.R,"PY020 maps all 31 tests/parameterizations in DrSquare/csdid csdid/test_csdid/test_review_fixes.py at sha256 e0206e8d37d5577d9616449dda9d1d0e74ffce4adb0f608cf36aa9f02b816711; Stata verifies 20 public review-fix behaviors including factor covariates, fast fallback equality, clustered bootstrap/analytical SE sanity, anticipation/coercion, boolean outcome analogue, formula validation, unbalanced routing, universal-base missing-SE handling, and id validation. Eleven Python helper/object-model, non-Stata-option, logical-dtype, or R-incompatible deterministic zero-IF tests are recorded as approved divergences PY020-DIV001 through PY020-DIV005 CONVERTED 2026-07-27 behavioral -> measured: 16 cells across five scenarios at 1e-9, including Stata factor covariates (i.cat_code, mapping to R factor(cat_code)), a repeated-cross-section run, and a seeded clustered bootstrap."
PY021,python-test-map,test_sim_parity,true,test-inheritance,Python csdid subordinate to R,PY021,Map Python simulation parity tests,PY021,tests/stata/python/test_sim_parity.do,tests/fixtures/parity/py021,TOL002,D004,parity-verified|approved-divergence,parity-verified,measured,tests/fixtures/parity/py021/metadata/manifest.json;tests/stata/python/test_sim_parity.do;tests/fixtures/parity/py021/expected/contract/upstream-test-map.csv;reports/implementation-status.md,"PY021 maps all 24 parameterizations in DrSquare/csdid csdid/test_csdid/test_sim_parity.py at sha256 16316fc012ce07f4cf158f94fb093115f1757db0ca58fe079721d0c87800955a; Stata verifies ATT(g,t) and analytical SE parity against frozen R simulation references for six datasets, nevertreated/notyettreated controls, and dr/reg estimators under the source Python tolerances"
PY022,python-test-map,test_tidy,true,test-inheritance,Python csdid subordinate to R,PY022,Map Python tidy tests,PY022,tests/stata/python/test_tidy.do,tests/fixtures/parity/py022,EXACT,D004,parity-verified|approved-divergence,parity-verified,behavioral,tests/fixtures/parity/py022/metadata/manifest.json;tests/stata/python/test_tidy.do;tests/fixtures/parity/py022/expected/contract/upstream-test-map.csv;reports/implementation-status.md,"PY022 maps all 16 tests/parameterizations in DrSquare/csdid csdid/test_csdid/test_tidy.py at sha256 006ac8aeb138a660153baa5c157f61e8016ebd5cc04583c7c8aa9c29c09a9502; Stata verifies nonempty ATT(g,t) tidy output with group/time/estimate columns, finite ATT and positive SE values, aggregation result keys and egt values for simple/dynamic/group/calendar, nobs metadata, and dr/reg/ipw cross-method tidy output"
